LG	contig	pos	av	Mpos_majority	Mpos_min	Mpos_max	inf_min	orientation	rndm_orientation
1	Contig129525	24864	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.940635999999999	unk	pos
1	Contig1296	7748	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.957751999999999	unk	pos
6	Contig12967	1933	29.3	29.3	29.3	29.3	29.298067	unk	neg
14	Contig129694	2539	11.4125	11.4125	11.4125	11.4125	11.409961	unk	neg
15	Contig129704	3017	0	0	0	0	0	unk	neg
3	Contig129751	6434	40.3085	40.3085	40.3085	40.3085	40.302066	unk	pos
5	Contig12978	13534	26.52	26.52	26.52	26.52	26.506466	unk	pos
8	Contig12986	9390	20.376	20.376	20.376	20.376	20.36661	unk	neg
8	Contig13	6953	46.2085	46.2085	46.2085	46.2085	46.201547	unk	pos
12	Contig130	16767	55.812	55.812	55.812	55.812	55.795233	unk	neg
6	Contig130013	12021	6.677	6.677	6.677	6.677	6.664979	unk	pos
7	Contig130041	33805	11.9145	11.9145	11.9145	11.9145	11.880695	unk	neg
9	Contig130047	4984	28.0725	28.0725	28.0725	28.0725	28.067516	unk	pos
8	Contig130049	18618	42.9065	42.9065	42.9065	42.9065	42.887882	unk	pos
1	Contig130056	3575	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.961924999999999	unk	pos
12	Contig1301	8720	0	0	0	0	0	unk	neg
6	Contig130209	4111	50.1875	50.1875	50.1875	50.1875	50.183389	unk	neg
1	Contig130234	5446	42.9605	42.9605	42.9605	42.9605	42.955054	unk	pos
10	Contig130259	18474	27.791	27.791	27.791	27.791	27.772526	unk	neg
8	Contig13026	6134	41.8585	41.8585	41.8585	41.8585	41.852366	unk	pos
3	Contig130337	7631	30.583	30.583	30.583	30.583	30.575369	unk	pos
14	Contig13039	1548	10.2385	10.2385	10.2385	10.2385	10.236952	unk	pos
11	Contig130548	1028	35.7495	35.7495	35.7495	35.7495	35.748472	unk	neg
14	Contig130583	8067	37.275	37.275	37.275	37.275	37.266933	unk	pos
7	Contig130623	2999	22.323	22.323	22.323	22.323	22.320001	unk	neg
5	Contig13063	18440	32.1585	32.1585	32.1585	32.1585	32.14006	unk	neg
15	Contig130702	34890	28.9395	28.9395	28.9395	28.9395	28.90461	unk	neg
2	Contig130709	3761	45.449	45.449	45.449	45.449	45.445239	unk	neg
12	Contig130772	267	46.1125	46.1125	46.1125	46.1125	46.112233	unk	neg
10	Contig130797	2257	41.5745104215308	41.5745104215308	41.5745104215308	41.5745104215308	41.5722534215308	unk	pos
16	Contig13081	72395	44.2675	44.2675	44.2675	44.2675	44.195105	unk	neg
9	Contig130871	3883	2.4175	2.4175	2.4175	2.4175	2.413617	unk	neg
13	Contig13094	7103	33.4745	33.4745	33.4745	33.4745	33.467397	unk	neg
3	Contig130994	423	25.5905	25.5905	25.5905	25.5905	25.590077	unk	pos
12	Contig131	10107	48.712	48.712	48.712	48.712	48.701893	unk	neg
1	Contig13100	11882	2.0905	2.0905	2.0905	2.0905	2.078618	unk	pos
4	Contig131059	4191	32.46	32.46	32.46	32.46	32.455809	unk	neg
2	Contig131105	3663	46.856	46.856	46.856	46.856	46.852337	unk	pos
8	Contig131115	1490	37.9855	37.9855	37.9855	37.9855	37.98401	unk	pos
8	Contig13115	11108	1.8435	1.8435	1.8435	1.8435	1.832392	unk	pos
5	Contig131168	12521	21.334	21.334	21.334	21.334	21.321479	unk	pos
14	Contig131171	17098	10.2385	10.2385	10.2385	10.2385	10.221402	unk	neg
12	Contig131176	4259	43.512	43.512	43.512	43.512	43.507741	unk	neg
3	Contig131288	7805	66.602	66.602	66.602	66.602	66.594195	unk	neg
5	Contig131292	2001	10.55	10.55	10.55	10.55	10.547999	unk	neg
13	Contig131300	17454	20.9445	20.9445	20.9445	20.9445	20.927046	unk	neg
1	Contig131313	16098	13.7155	13.7155	13.7155	13.7155	13.699402	unk	pos
2	Contig131345	4377	7.7475	7.7475	7.7475	7.7475	7.743123	unk	pos
17	Contig131365	2148	31.2701961471403	31.2701961471403	31.2701961471403	31.2701961471403	31.2680481471403	unk	neg
9	Contig131400	5164	46.2685	46.2685	46.2685	46.2685	46.263336	unk	pos
13	Contig13143	1854	50.6885	50.6885	50.6885	50.6885	50.686646	unk	neg
1	Contig131460	937	25.0135	25.0135	25.0135	25.0135	25.012563	unk	pos
1	Contig131476	16899	20.9185	20.9185	20.9185	20.9185	20.901601	unk	neg
11	Contig131587	1247	53.1745	53.1745	53.1745	53.1745	53.173253	unk	neg
11	Contig131662	1969	52.908	52.908	52.908	52.908	52.906031	unk	pos
2	Contig131692	6269	56.205	56.205	56.205	56.205	56.198731	unk	neg
2	Contig13184	4553	59.186	59.186	59.186	59.186	59.181447	unk	neg
7	Contig131865	4783	17.213	17.213	17.213	17.213	17.208217	unk	pos
10	Contig131869	15299	17.901	17.901	17.901	17.901	17.885701	unk	neg
3	Contig13191	33733	30.583	30.583	30.583	30.583	30.549267	unk	neg
1	Contig131972	3046	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.962453999999999	unk	neg
2	Contig131978	18762	37.1965	37.1965	37.1965	37.1965	37.177738	unk	pos
1	Contig132	5751	75.534	75.534	75.534	75.534	75.528249	unk	neg
13	Contig132040	87402	44.243	44.243	44.243	44.243	44.155598	unk	neg
15	Contig132184	3909	3.073	3.073	3.073	3.073	3.069091	unk	pos
1	Contig132190	16427	80.9515	80.9515	80.9515	80.9515	80.935073	unk	pos
5	Contig132196	6497	39.272	39.272	39.272	39.272	39.265503	unk	pos
3	Contig132214	24976	68.018	68.018	68.018	68.018	67.993024	unk	neg
15	Contig132262	16620	38.4875	38.4875	38.4875	38.4875	38.47088	unk	neg
16	Contig132263	3741	19.5285	19.5285	19.5285	19.5285	19.524759	unk	pos
3	Contig132284	4553	15.137	15.137	15.137	15.137	15.132447	unk	pos
17	Contig132335	2368	20.987	20.987	20.987	20.987	20.984632	unk	neg
14	Contig132345	32521	34.0103023039762	34.0103023039762	34.0103023039762	34.0103023039762	33.9777813039762	unk	neg
4	Contig13241	4544	33.0835	33.0835	33.0835	33.0835	33.078956	unk	pos
9	Contig132573	18584	28.0725	28.0725	28.0725	28.0725	28.053916	unk	pos
3	Contig1326	20645	12.981	12.981	12.981	12.981	12.960355	unk	pos
16	Contig13267	30595	34.149	34.149	34.149	34.149	34.118405	unk	neg
14	Contig132714	71939	10.2385	10.2385	10.2385	10.2385	10.166561	unk	neg
15	Contig132859	3624	31.831	31.831	31.831	31.831	31.827376	unk	neg
8	Contig132915	6758	31.7975	31.7975	31.7975	31.7975	31.790742	unk	neg
6	Contig13293	6079	41.7285	41.7285	41.7285	41.7285	41.722421	unk	neg
2	Contig13299	2168	56.205	56.205	56.205	56.205	56.202832	unk	pos
3	Contig133004	27167	3.3005	3.3005	3.3005	3.3005	3.273333	unk	neg
7	Contig133007	188	26.2975	26.2975	26.2975	26.2975	26.297312	unk	pos
11	Contig133065	4918	52.908	52.908	52.908	52.908	52.903082	unk	pos
3	Contig133078	3458	18.415	18.415	18.415	18.415	18.411542	unk	pos
8	Contig13308	25270	31.7975	31.7975	31.7975	31.7975	31.77223	unk	neg
1	Contig133088	1689	61.236	61.236	61.236	61.236	61.234311	unk	pos
12	Contig133094	3643	43.2235	43.2235	43.2235	43.2235	43.219857	unk	pos
4	Contig1331	57340	1.5085	1.5085	1.5085	1.5085	1.45116	unk	pos
15	Contig133129	33621	8.74	8.74	8.74	8.74	8.706379	unk	neg
2	Contig133207	4658	64.5765	64.5765	64.5765	64.5765	64.571842	unk	pos
1	Contig133238	11248	25.0135	25.0135	25.0135	25.0135	25.002252	unk	neg
16	Contig133321	22108	55.8855	55.8855	55.8855	55.8855	55.863392	unk	pos
11	Contig133323	8456	52.3195	52.3195	52.3195	52.3195	52.311044	unk	neg
10	Contig133327	1421	17.901	17.901	17.901	17.901	17.899579	unk	neg
1	Contig133354	2221	29.663	29.663	29.663	29.663	29.660779	unk	neg
3	Contig133361	251	25.89	25.89	25.89	25.89	25.889749	unk	pos
6	Contig133368	890	37.644	37.644	37.644	37.644	37.64311	unk	pos
6	Contig1334	103320	39.195	39.195	39.195	39.195	39.09168	unk	neg
8	Contig13340	4294	37.705	37.705	37.705	37.705	37.700706	unk	neg
10	Contig133408	11971	13.637097199341	13.637097199341	13.637097199341	13.637097199341	13.625126199341	unk	pos
15	Contig133484	18881	35.8415	35.8415	35.8415	35.8415	35.822619	unk	pos
10	Contig133528	9981	3.12	3.12	3.12	3.12	3.110019	unk	pos
11	Contig133599	341	57.208	57.208	57.208	57.208	57.207659	unk	pos
11	Contig13360	8054	52.908	52.908	52.908	52.908	52.899946	unk	pos
1	Contig133708	16429	24.41	24.41	24.41	24.41	24.393571	unk	pos
9	Contig133714	11309	47.1745	47.1745	47.1745	47.1745	47.163191	unk	neg
6	Contig133757	5898	55.2685	55.2685	55.2685	55.2685	55.262602	unk	neg
4	Contig1338	6634	4.941	4.941	4.941	4.941	4.934366	unk	pos
16	Contig133800	17142	3.835	3.835	3.835	3.835	3.817858	unk	neg
11	Contig133874	29831	53.194	53.194	53.194	53.194	53.164169	unk	pos
12	Contig133988	8614	55.2365	55.2365	55.2365	55.2365	55.227886	unk	pos
8	Contig134021	2290	39.691	39.691	39.691	39.691	39.68871	unk	pos
1	Contig134074	1209	74.0845	74.0845	74.0845	74.0845	74.083291	unk	pos
2	Contig134100	1200	52.486	52.486	52.486	52.486	52.4848	unk	pos
3	Contig134120	23802	27.969	27.969	27.969	27.969	27.945198	unk	pos
6	Contig134152	5853	50.1875	50.1875	50.1875	50.1875	50.181647	unk	neg
12	Contig134157	4784	34.1835	34.1835	34.1835	34.1835	34.178716	unk	neg
8	Contig134178	72	50.409	50.409	50.409	50.409	50.408928	unk	pos
9	Contig13418	21951	28.0725	28.0725	28.0725	28.0725	28.050549	unk	neg
9	Contig134180	144	19.266	19.266	19.266	19.266	19.265856	unk	pos
16	Contig13424	18901	3.4435	3.4435	3.4435	3.4435	3.424599	unk	pos
5	Contig134257	19690	9.4165	9.4165	9.4165	9.4165	9.39681	unk	pos
3	Contig134289	75	28.87	28.87	28.87	28.87	28.869925	unk	pos
6	Contig134310	5807	50.1875	50.4695	50.1875	50.4695	50.463693	neg	pos
13	Contig13437	1575	43.676	43.676	43.676	43.676	43.674425	unk	neg
5	Contig134379	539	29.946	29.946	29.946	29.946	29.945461	unk	neg
1	Contig134391	6211	56.454	56.454	56.454	56.454	56.447789	unk	neg
2	Contig134418	9912	76.9735	76.9735	76.9735	76.9735	76.963588	unk	neg
5	Contig13444	12095	42.2	42.2	42.2	42.2	42.187905	unk	neg
1	Contig134440	137	56.454	56.454	56.454	56.454	56.453863	unk	neg
3	Contig134447	7769	12.673	12.673	12.673	12.673	12.665231	unk	neg
2	Contig134453	1084	60.093	60.093	60.093	60.093	60.091916	unk	pos
3	Contig134517	1554	37.742	37.742	37.742	37.742	37.740446	unk	pos
5	Contig134564	5932	3.446	3.446	3.446	3.446	3.440068	unk	neg
1	Contig1346	54761	41.2815	41.2815	41.2815	41.2815	41.226739	unk	neg
17	Contig134615	1690	1.4505	1.4505	1.4505	1.4505	1.44881	unk	pos
6	Contig134657	5836	50.1875	50.1875	50.1875	50.1875	50.181664	unk	neg
1	Contig134678	408	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.965091999999999	unk	pos
15	Contig134687	34455	13.7265	13.7265	13.7265	13.7265	13.692045	unk	pos
7	Contig134688	4324	0.690499999999999	0.690499999999999	0.690499999999999	0.690499999999999	0.686175999999999	unk	neg
1	Contig134723	14268	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.951231999999999	unk	neg
13	Contig134726	4318	4.5985	4.5985	4.5985	4.5985	4.594182	unk	neg
5	Contig13475	28509	45.082	45.082	45.082	45.082	45.053491	unk	pos
3	Contig134795	4353	0.00950000000000001	0.00950000000000001	0.00950000000000001	0.00950000000000001	0.00514700000000001	unk	pos
1	Contig1348	18082	3.2645	3.2645	3.2645	3.2645	3.246418	unk	neg
9	Contig134809	605	28.0725	28.0725	28.0725	28.0725	28.071895	unk	pos
8	Contig134814	27653	40.811	40.811	40.811	40.811	40.783347	unk	pos
13	Contig134835	13445	4.5985	4.5985	4.5985	4.5985	4.585055	unk	neg
9	Contig134840	8798	28.0725	28.0725	28.0725	28.0725	28.063702	unk	neg
1	Contig134895	9271	50.726	50.726	50.726	50.726	50.716729	unk	neg
11	Contig134936	1933	52.3195	52.3195	52.3195	52.3195	52.317567	unk	neg
15	Contig13495	3458	30.6775	30.6775	30.6775	30.6775	30.674042	unk	pos
10	Contig134990	16274	1.8525	1.8525	1.8525	1.8525	1.836226	unk	neg
3	Contig135012	203	29.1695	29.1695	29.1695	29.1695	29.169297	unk	pos
11	Contig135021	16506	52.908	52.908	52.908	52.908	52.891494	unk	pos
1	Contig135029	9868	37.357	37.357	37.357	37.357	37.347132	unk	pos
17	Contig135047	22486	46.9945	46.9945	46.9945	46.9945	46.972014	unk	pos
14	Contig135097	607	10.2385	10.2385	10.2385	10.2385	10.237893	unk	pos
3	Contig135182	6013	24.399	24.399	24.399	24.399	24.392987	unk	neg
2	Contig1352	19882	14.518	14.518	14.518	14.518	14.498118	unk	neg
3	Contig135201	19453	15.7065	15.7065	15.7065	15.7065	15.687047	unk	pos
2	Contig13524	15932	60.093	60.093	60.093	60.093	60.077068	unk	neg
5	Contig135256	40582	45.739	45.739	45.739	45.739	45.698418	unk	neg
4	Contig135279	8677	12.657	12.657	12.657	12.657	12.648323	unk	pos
11	Contig135308	2601	52.908	52.908	52.908	52.908	52.905399	unk	pos
2	Contig135333	4945	42.355	42.355	42.355	42.355	42.350055	unk	pos
10	Contig135347	8316	1.8525	1.8525	1.8525	1.8525	1.844184	unk	pos
1	Contig1355	42894	75.534	75.534	75.534	75.534	75.491106	unk	pos
3	Contig135552	13368	38.3115	38.3115	38.3115	38.3115	38.298132	unk	neg
1	Contig135566	186	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.965313999999999	unk	neg
16	Contig1356	5096	1.229	1.229	1.229	1.229	1.223904	unk	pos
14	Contig13560	3826	10.2385	10.2385	10.2385	10.2385	10.234674	unk	pos
12	Contig135626	590	20.3486112934507	20.3486112934507	20.3486112934507	20.3486112934507	20.3480212934507	unk	neg
6	Contig135699	11703	50.1875	50.1875	50.1875	50.1875	50.175797	unk	pos
3	Contig1357	11605	61.3595	61.3595	61.3595	61.3595	61.347895	unk	neg
4	Contig135706	2470	13.24	13.24	13.24	13.24	13.23753	unk	neg
3	Contig135833	160	55.254	55.254	55.254	55.254	55.25384	unk	neg
1	Contig135848	162	48.625	48.625	48.625	48.625	48.624838	unk	neg
1	Contig13587	593	31.3955	31.3955	31.3955	31.3955	31.394907	unk	pos
1	Contig1360	69302	31.3955	31.3955	31.3955	31.3955	31.326198	unk	pos
16	Contig136034	22945	1.229	1.229	1.229	1.229	1.206055	unk	pos
9	Contig136066	7428	40.933	40.933	40.933	40.933	40.925572	unk	pos
6	Contig136094	5551	46.5235	46.5235	46.5235	46.5235	46.517949	unk	pos
1	Contig136103	27823	42.9605	42.9605	42.9605	42.9605	42.932677	unk	pos
6	Contig136141	1981	34.682	34.682	34.682	34.682	34.680019	unk	neg
17	Contig136154	3253	32.6227374277802	32.6227374277802	32.6227374277802	32.6227374277802	32.6194844277802	unk	pos
11	Contig136296	9749	8.612	8.612	8.612	8.612	8.602251	unk	neg
14	Contig136340	1589	0.3875	0.3875	0.3875	0.3875	0.385911	unk	neg
7	Contig1364	52812	37.7405	37.7405	37.7405	37.7405	37.687688	unk	pos
9	Contig1366	44247	2.4175	2.4175	2.4175	2.4175	2.373253	unk	pos
15	Contig136716	2941	6.157	6.157	6.157	6.157	6.154059	unk	neg
5	Contig136725	8229	45.739	45.739	45.739	45.739	45.730771	unk	neg
1	Contig136745	8092	3.2645	3.2645	3.2645	3.2645	3.256408	unk	pos
16	Contig136905	2386	44.2675	44.2675	44.2675	44.2675	44.265114	unk	pos
6	Contig136938	610	30.2935	30.2935	30.2935	30.2935	30.29289	unk	pos
3	Contig136981	29269	24.7115	24.7115	24.7115	24.7115	24.682231	unk	pos
11	Contig13700	1497	39.6535	39.6535	39.6535	39.6535	39.652003	unk	neg
1	Contig137012	7081	58.1965	58.1965	58.1965	58.1965	58.189419	unk	pos
15	Contig137087	8978	1.9025	1.9025	1.9025	1.9025	1.893522	unk	pos
1	Contig137099	16623	11.093	11.093	11.093	11.093	11.076377	unk	neg
7	Contig137172	23822	40.339	40.339	40.339	40.339	40.315178	unk	neg
9	Contig137253	18484	49.854	49.854	49.854	49.854	49.835516	unk	neg
11	Contig137312	7943	52.3195	52.3195	52.3195	52.3195	52.311557	unk	pos
1	Contig13733	21293	13.7155	13.7155	13.7155	13.7155	13.694207	unk	pos
14	Contig137369	262	10.2385	10.2385	10.2385	10.2385	10.238238	unk	pos
6	Contig137376	4349	44.2655	44.2655	44.2655	44.2655	44.261151	unk	pos
4	Contig13738	10308	42.9585	42.9585	42.9585	42.9585	42.948192	unk	neg
6	Contig137424	1006	31.0045	31.0045	31.0045	31.0045	31.003494	unk	neg
2	Contig137426	1537	64.5765	64.5765	64.5765	64.5765	64.574963	unk	pos
8	Contig137627	18321	39.691	39.691	39.691	39.691	39.672679	unk	neg
13	Contig137631	746	26.4255	26.4255	26.4255	26.4255	26.424754	unk	pos
8	Contig13771	19175	6.793	6.793	6.793	6.793	6.773825	unk	pos
1	Contig13772	1160	46.538	46.538	46.538	46.538	46.53684	unk	neg
1	Contig137720	3547	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.961952999999999	unk	neg
1	Contig137751	2139	41.2815	41.2815	41.2815	41.2815	41.279361	unk	neg
15	Contig137753	504	40.3265	40.3265	40.3265	40.3265	40.325996	unk	pos
4	Contig13777	33645	32.46	32.46	32.46	32.46	32.426355	unk	pos
1	Contig137852	18563	75.534	75.534	75.534	75.534	75.515437	unk	neg
12	Contig137882	987	39.532996701847	39.532996701847	39.532996701847	39.532996701847	39.532009701847	unk	pos
15	Contig1379	37319	27.153	27.153	27.153	27.153	27.115681	unk	pos
9	Contig13790	21401	47.4765	47.4765	47.4765	47.4765	47.455099	unk	pos
5	Contig13794	11785	26.52	26.52	26.52	26.52	26.508215	unk	pos
5	Contig13799	23846	30.5055	30.5055	30.5055	30.5055	30.481654	unk	pos
12	Contig138041	9569	52.961	52.961	52.961	52.961	52.951431	unk	neg
17	Contig138074	13829	31.9458761580801	31.9458761580801	31.9458761580801	31.9458761580801	31.9320471580801	unk	neg
6	Contig1381	113840	31.0045	31.0045	31.0045	31.0045	30.89066	unk	pos
9	Contig138225	12134	49.854	49.854	49.854	49.854	49.841866	unk	pos
6	Contig138279	8705	53.101	53.101	53.101	53.101	53.092295	unk	pos
5	Contig138338	6877	21.0525	21.0525	21.0525	21.0525	21.045623	unk	neg
12	Contig138395	2995	37.9825	37.9825	37.9825	37.9825	37.979505	unk	neg
1	Contig13842	22286	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.943213999999999	unk	neg
1	Contig138427	1418	11.3975	11.3975	11.3975	11.3975	11.396082	unk	pos
13	Contig138453	11395	13.6105	13.6105	13.6105	13.6105	13.599105	unk	neg
13	Contig138505	4718	8.9415	8.9415	8.9415	8.9415	8.936782	unk	pos
2	Contig138508	20900	52.486	52.486	52.486	52.486	52.4651	unk	neg
3	Contig138627	14985	24.399	24.399	24.399	24.399	24.384015	unk	neg
2	Contig138650	824	38.415	38.415	38.415	38.415	38.414176	unk	neg
1	Contig138767	4159	41.2815	41.2815	41.2815	41.2815	41.277341	unk	pos
6	Contig138911	22618	31.0045	31.0045	31.0045	31.0045	30.981882	unk	pos
6	Contig138957	7072	10.898	10.898	10.898	10.898	10.890928	unk	pos
2	Contig13905	54503	15.1345	15.1345	15.1345	15.1345	15.079997	unk	neg
10	Contig139065	18965	4.5355	4.5355	4.5355	4.5355	4.516535	unk	pos
15	Contig139076	32233	13.422	13.422	13.422	13.422	13.389767	unk	pos
7	Contig139225	21985	22.323	22.323	22.323	22.323	22.301015	unk	neg
8	Contig139283	4494	40.811	40.811	40.811	40.811	40.806506	unk	neg
6	Contig1393	3671	44.2655	44.2655	44.2655	44.2655	44.261829	unk	neg
1	Contig13931	11239	75.534	75.534	75.534	75.534	75.522761	unk	neg
2	Contig139314	1495	42.355	42.355	42.355	42.355	42.353505	unk	neg
2	Contig139340	9778	69.558	69.558	69.558	69.558	69.548222	unk	pos
4	Contig13935	4032	1.5085	1.5085	1.5085	1.5085	1.504468	unk	neg
11	Contig139382	771	52.908	52.908	52.908	52.908	52.907229	unk	pos
5	Contig139408	1692	46.314	46.314	46.314	46.314	46.312308	unk	pos
7	Contig1395	55638	35.446	35.446	35.446	35.446	35.390362	unk	neg
1	Contig139500	33568	62.0805	62.0805	62.0805	62.0805	62.046932	unk	pos
10	Contig139559	6953	11.108	11.108	11.108	11.108	11.101047	unk	pos
2	Contig139582	301	87.1805	87.1805	87.1805	87.1805	87.180199	unk	pos
7	Contig1396	12174	40.9235690927644	40.9235690927644	40.9235690927644	40.9235690927644	40.9113950927644	unk	pos
15	Contig1397	11531	34.983	34.983	34.983	34.983	34.971469	unk	neg
13	Contig139730	2134	23.791	23.791	23.791	23.791	23.788866	unk	pos
9	Contig1398	40073	6.3785	6.3785	6.3785	6.3785	6.338427	unk	neg
13	Contig139929	6817	32.067	32.067	32.067	32.067	32.060183	unk	neg
5	Contig139957	1222	7.714	7.714	7.714	7.714	7.712778	unk	pos
7	Contig13999	1984	51.372	51.372	51.372	51.372	51.370016	unk	neg
5	Contig140	54805	26.52	26.52	26.52	26.52	26.465195	unk	neg
6	Contig140041	1832	38.913	38.913	38.913	38.913	38.911168	unk	pos
9	Contig14006	13275	37.3825	37.3825	37.3825	37.3825	37.369225	unk	neg
8	Contig1401	18462	45.608	45.608	45.608	45.608	45.589538	unk	pos
16	Contig14015	13055	23.3875	23.3875	23.3875	23.3875	23.374445	unk	neg
3	Contig1402	130148	30.161	30.161	30.161	30.0185	30.030852	pos	neg
14	Contig140228	9055	34.9385	34.9385	34.9385	34.9385	34.929445	unk	pos
15	Contig140269	3704	31.2575	31.2575	31.2575	31.2575	31.253796	unk	pos
17	Contig140305	958	33.2995986974804	33.2995986974804	33.2995986974804	33.2995986974804	33.2986406974804	unk	neg
11	Contig140365	23826	52.908	52.908	52.908	52.908	52.884174	unk	neg
4	Contig1404	18576	44.974	44.974	44.974	44.974	44.955424	unk	neg
4	Contig140438	5683	32.744	32.744	32.744	32.744	32.738317	unk	pos
9	Contig14050	7129	28.0725	28.0725	28.0725	28.0725	28.065371	unk	neg
9	Contig140550	13407	39.46	39.46	39.46	39.46	39.446593	unk	pos
4	Contig14056	6550	29.1245	29.1245	29.1245	29.1245	29.11795	unk	neg
9	Contig140565	8214	52.999	52.999	52.999	52.999	52.990786	unk	pos
5	Contig140592	18176	9.133	9.133	9.133	9.133	9.114824	unk	pos
3	Contig1406	41670	33.145	33.145	33.145	33.145	33.10333	unk	pos
7	Contig140603	2442	0.690499999999999	0.690499999999999	0.690499999999999	0.690499999999999	0.688057999999999	unk	pos
1	Contig140604	5227	31.3955	31.3955	31.3955	31.3955	31.390273	unk	neg
9	Contig140629	1065	2.4175	2.4175	2.4175	2.4175	2.416435	unk	pos
9	Contig140669	7805	11.6545	11.6545	11.6545	11.6545	11.646695	unk	neg
1	Contig140678	43737	28.952	28.952	28.952	28.952	28.908263	unk	pos
4	Contig140764	21621	1.359	1.359	1.359	1.359	1.337379	unk	neg
10	Contig14079	24964	44.653	44.653	44.653	44.653	44.628036	unk	pos
